Name,Description,Description (with html),Override url,Type,NEW CUSTOM ADDRESS/WHAT3WORDS,Image 1,Latitude,Longitude,Destination,Region,Region 2,Image 2,Image 3,Image 4,Image 5
Caleta Valdes,"A beautiful spot some 77km from Puerto Piramides in Peninsula Valdes (a UNESCO World Heritage Site), Caleta Valdes lies on the coast of Argentina. Made up of a long, pebbled beach, Caleta Valdes is home to Elephant seals who arrive here in August and spend the following months creating their harem of females. Perhaps the most exciting thing about Caleta Valdes is the opportunity to see Orcas (Killer Whales) hunting seals by purposefully beaching themselves in order to catch their prey between September and April.","<p>A beautiful spot some 77km from Puerto Piramides in Peninsula Valdes (a UNESCO World Heritage Site), Caleta Valdes lies on the coast of Argentina. Made up of a long, pebbled beach, Caleta Valdes is home to Elephant seals who arrive here in August and spend the following months creating their harem of females. Perhaps the most exciting thing about Caleta Valdes is the opportunity to see Orcas (Killer Whales) hunting seals by purposefully beaching themselves in order to catch their prey between September and April.</p>↵<p>&nbsp;</p>",argentina/peninsula-valdes/caleta-valdes,Bay,,,-42.529994,-63.875379,Patagonia,Argentine Lakes,,,,,
Caliboro Reserve Winery,"Caliboro Reserve Winery is a historic and ambitious winery in the Maule Valley of Chile, known for producing its high-quality ""Erasmo"" wine from a unique, dry-farmed vineyard on an ancient estate. Owned by Count Francesco Marone Cinzano",<p>Owned by Count Francesco Marone Cinzano&nbsp;</p>,,Winery,,,-35.846342,-71.859463,Patagonia,Santiago and Central Chile,,,,,
Calvo Fjord,"This fjord is a truly specatcular place in which to see huge hanging glaciers coming down from the Southern Patagonian Ice Cap. The fjord is usually accessed by boat, where passengers disembark onto a Zodiac boat and spend a couple of hours sailing close to the Capitan Constantino, visiting Fernando, Capitan Constantino and Alipio Glaciers amongst others. Find out more about seeing the Calvo Fjord on an adventure cruise in Patagonia &gt;&gt;","<p>This fjord is a truly specatcular place in which to see huge hanging glaciers coming down from the Southern Patagonian Ice Cap. The fjord is usually accessed by boat, where passengers disembark onto a Zodiac boat and spend a couple of hours sailing close to the Capitan  Constantino, visiting Fernando, Capitan Constantino and Alipio Glaciers amongst others.</p>↵<p>Find out more about seeing the Calvo Fjord on an <a href=""/patagonia/cruises/"" target=""_self"">adventure cruise in Patagonia &gt;&gt;</a></p>",chile/torres-del-paine/calvo-fjord,Fjord,,https://imgix.swoop-patagonia.com/Fiordo_Calvo_1.jpg,-50.61636,-73.721437,Patagonia,Torres del Paine,,,,,
Calvo Glacier,"One of the glaciers of the Peel Fjord, the impressive Calvo glacier can be found in a small fjord which splits into several arms. As one of the lesser known glaciers and places to visit, this area is a great place to go kayaking and discover new fjords and glaciers. Find out more about visiting this fjord on board an adventure cruise in Patagonia &gt;&gt;","<p>One of the glaciers of the Peel Fjord, the impressive Calvo glacier can be found in a small fjord which splits into several arms. As one of the lesser known glaciers and places to visit, this area is a great place to go kayaking and discover new fjords and glaciers.</p>↵<p>Find out more about visiting this fjord on board an <a href=""/patagonia/cruises/"" target=""_self"">adventure cruise in Patagonia &gt;&gt;</a></p>",chile/torres-del-paine/calvo-glacier,Glacier,,,-50.89610396,-73.60839844,Patagonia,Torres del Paine,,,,,
Cameron,On the shores of the Magellan Straits in Chilean Tierra del Fuego,<p>On the shores of the Magellan Straits in Chilean Tierra del Fuego</p>,regions/tierra-del-fuego/cameron,Village,,,-53.62957474,-69.62379456,Patagonia,Tierra del Fuego,,,,,
Camp 39,Camp 39 is the starting point for our three-day kayaking trip on Peninsula Valdes.,<p>Camp 39 is the starting point for our three-day kayaking trip on Peninsula Valdes.</p>,,Landing Site,,,-42.3816939,-64.0551014,Patagonia,Argentine Lakes,,,,,
Camp Bosque,Camp Bosque is located in the Cerro Castillo National Park in the Aysén region of Chile.,<p>Camp Bosque is located in the Cerro Castillo National Park in the Aysén region of Chile.<br></p>,,Campsite,,,-46.06429,-72.16915,Patagonia,Aysen,,,,,
Camp La Tetera,Camp La Tetera is located in the Cerro Castillo National Park in the Aysén region of Chile.,<p>Camp La Tetera is located in the Cerro Castillo National Park in the Aysén region of Chile.</p>,,Campsite,,,-46.07204,-72.18397,Patagonia,Aysen,,,,,
Camp Porteadores,Camp Porteadores is located in the Cerro Castillo National Reserve in the Aysén region of Chile.,<p>Camp Porteadores is located in the Cerro Castillo National Reserve in the Aysén region of Chile.</p>,,Campsite,,,-46.0896419,-72.2354653,Patagonia,Aysen,,,,,
Campamento Britanico,"Campamento Britanico is a campsite at the top of the French Valley (Valle Frances), which is used as a base for the few people who climb Las Torres. On the W Trek and Full Circuit, most people trek to this campsite and back, but don't spend a night there. It is around a 30 minute trek from here on to the French Valley Lookout Point, from which there are incredible views of the hanging Glaciar Frances.","<p>Campamento Britanico is a campsite at the top of the French Valley (Valle Frances), which is used as a base for the few people who climb Las Torres. On the W Trek and Full Circuit, most people trek to this campsite and back, but don't spend a night there. It is around a 30 minute trek from here on to the French Valley Lookout Point, from which there are incredible views of the hanging Glaciar Frances.</p>",chile/torres-del-paine/hiking/w-trek/britanico,Campsite,,,-50.986843,-73.054936,Patagonia,Torres del Paine,,,,,
Campamento Japones,This is a campsite at the far end of Valle Ascensio on the route of the popular W Trek in Torres del Paine National Park. More about Trekking Torres del Paine &gt;&gt;,"<p>This is a campsite at the far end of&nbsp;&nbsp;<a href=""/landmark/torres-del-paine-look-out-via-valle-ascensio/"">Valle Ascensio </a>on the route of the popular <a href=""/w-trek-torres-del-paine-page/"">W Trek </a>in <a href=""/torres-del-paine/"">Torres del Paine</a> National Park.</p><p><a href=""/torres-del-paine/trekking/"">More about Trekking Torres del Paine &gt;&gt;</a><br></p>",chile/torres-del-paine/hiking/w-trek/japones,Campsite,,,-50.931144,-72.958624,Patagonia,Torres del Paine,,,,,
Campamento La Playita,"Literally meaning beach, La Playita is a remote campsite on the rocky shore of Lago Electrico and, with towering peaks on either side, this is a very dramatic spot to camp. There are no facilities here other than a few piles of rocks to provide shelter from the wind. Usually this campsite is used to stop off en route to the Southern Patagonian Ice Cap, but there are also other trekking routes to explore in the area. More about Trekking in the Area &gt;&gt;","<p>Literally meaning beach, La Playita is a remote campsite on the rocky shore of Lago Electrico and, with towering peaks on either side, this is a very dramatic spot to camp. There are no facilities here other than a few piles of rocks to provide shelter from the wind. Usually this campsite is used to stop off en route to the Southern Patagonian Ice Cap, but there are also other trekking routes to explore in the area.</p><p><br><a href=""/los-glaciares/trekking/"">More about Trekking in the Area &gt;&gt;</a><br></p>",argentina/los-glaciares/el-chalten/playita,Campsite,,https://imgix.swoop-patagonia.com/La_Playita.jpg,-49.215691,-73.059389,Patagonia,Los Glaciares,,,,,
Camping Seron,"Situated in the flatter and more gentle northeastern part of Torres del Paine National Park, Camping Seron is one of the stops on the Full Circuit and is approximately 5 hours north of the entrance at Laguna Armarga and Refugio Torres. It is about a further 6 hours hike from Dickson Valley. Find out more about hiking the Full Circuit in Torres del Paine &gt;&gt;","<p>Situated in the flatter and more gentle northeastern part of Torres del Paine National Park, Camping Seron is one of the stops on the Full Circuit and is approximately 5 hours north of the entrance at <a href=""/landmark/laguna-amarga/"" target=""_self"">Laguna Armarga</a> and Refugio Torres. It is about a further 6 hours hike from <a href=""/landmark/dickson-valley-glacier/"" target=""_self"">Dickson Valley</a>.</p>↵<p>Find out more about hiking the <a href=""/full-circuit-torres-del-paine/"" target=""_self"">Full Circuit in Torres del Paine &gt;&gt;</a></p>",chile/torres-del-paine/hiking/circuit/seron,Campsite,,,-50.8679448,-72.89840698,Patagonia,Torres del Paine,,,,,
Campo Base Poincenot,"This is a base camp located within a few hours' trek of El Chalten. Like the nearby Campo Rio Blanco, this is a base camp for climbing the peaks in the Fitz Roy range. Find out more about Trekking from Chalten &gt;&gt;","<p>This is a base camp located within a few hours' trek of El Chalten. Like the nearby <a href=""/landmark/campo-base-rio-blanco/"">Campo Rio Blanco</a>, this is a base camp for climbing the peaks in the Fitz Roy range.</p><p><a href=""/los-glaciares/trekking/"">Find out more about Trekking from Chalten &gt;&gt;</a><br></p>",argentina/los-glaciares/el-chalten/poincenot,Campsite,,,-49.280991,-72.961461,Patagonia,Los Glaciares,,,,,
Campo Base Rio Blanco,"This is a base camp located within a few hours' trek of El Chalten. Like the nearby Campo Poincenot, this is a base camp for climbing the peaks in the Fitz Roy range.","<p>This is a base camp located within a few hours' trek of El Chalten. Like the nearby <a href=""/landmark/campo-base-poincenot"">Campo Poincenot</a>, this is a base camp for climbing the peaks in the Fitz Roy range.</p>",argentina/los-glaciares/el-chalten/blanco,Campsite,,,-49.277587,-72.967858,Patagonia,Los Glaciares,,,,,
"Campo Canada (5,060m)",The first of the high camps and around 700m above Plaza de Mulas.,<p>The first of the high camps and around 700m above Plaza de Mulas.</p>,travel/mountaineering/aconcagua/campo-canada,Campsite,,,-32.64233816,-70.04243374,Patagonia,Mendoza,,,,,
Canadon del Rio de las Vueltas,"Rio de las Vueltas literally means 'The Meandering River', and it twists and turns through Los Glaciares National Park, past the town of El Chalten. A 6km walk or drive to the South East of Chalten takes you to a view point beside the Rio de las Vueltas Canyon. There are extensive views back along the river to El Chalten and Mount Fitz Roy behind. From here you can also see the interesting rock strata that make up the canyon walls and can often spot low-flying condors.","<p>Rio de las Vueltas literally means 'The Meandering River', and it twists and turns through Los Glaciares National Park, past the town of El Chalten. A 6km walk or drive to the South East of Chalten takes you to a view point beside the Rio de las Vueltas Canyon. There are extensive views back along the river to El Chalten and Mount Fitz Roy behind. From here you can also see the interesting rock strata that make up the canyon walls and can often spot low-flying condors.</p>",argentina/los-glaciares/el-chalten/canadon-vuelt,Valley,,https://imgix.swoop-patagonia.com/Canadon_del_Rio_de_Las_Vueltas_1c.jpg,-49.368374,-72.81902,Patagonia,Los Glaciares,,https://imgix.swoop-patagonia.com/Canadon_del_Rio_de_Las_Vueltas_4.JPG,,,
